recipeName,batchYield,unit,ingredientName,qty,ingredientUnit,gramsMl,uom,vendor
MAKHANA & YOGHURT MIXTURE 200g yield,200.0,GRM,⚠️ SWEET CURD,100.0,GM,100.0,GRM,PRE PREP
Makhni Gravy yield 6250g,6250.0,GRM,TOMATO,5000.0,GM,5000.0,GRM,AD VEGETABLES
Makhni Gravy yield 6250g,6250.0,GRM,ONION,1500.0,GM,1500.0,GRM,AD VEGETABLES
Makhni Gravy yield 6250g,6250.0,GRM,GINGER,50.0,GM,50.0,GRM,AD VEGETABLES
Makhni Gravy yield 6250g,6250.0,GRM,GARLIC,50.0,GM,50.0,GRM,AD VEGETABLES
Makhni Gravy yield 6250g,6250.0,GRM,Spice chilli (kashmiri) Powder 100g,2.0,tbsp,16.0,GRM,SAI FOODS
Makhni Gravy yield 6250g,6250.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,40.0,GM,40.0,GRM,FACTORY
Makhni Gravy yield 6250g,6250.0,GRM,everest KASURI METHI 100g,5.0,GM,5.0,GRM,SAI FOODS
Makhni Gravy yield 6250g,6250.0,GRM,Organic Cinnamon Bark-50Gms,20.0,GM,20.0,GRM,FACTORY
Makhni Gravy yield 6250g,6250.0,GRM,Organic Cardamom Whole-50Gms,10.0,GM,10.0,GRM,FACTORY
Makhni Gravy yield 6250g,6250.0,GRM,whole Farm CLOVE,5.0,GM,5.0,GRM,ONLINE
Makhni Gravy yield 6250g,6250.0,GRM,Whole Farm BAY LEAF,2.0,GM,2.0,GRM,SAI FOODS
Makhni Gravy yield 6250g,6250.0,GRM,Organic Sugar-1kg,200.0,GM,200.0,GRM,FACTORY
Makhni Gravy yield 6250g,6250.0,GRM,Organic Cumin Powder-100Gms,2.0,tsp,6.0,GRM,FACTORY
Makhni Gravy yield 6250g,6250.0,GRM,Organic Coriander Powder-100Gms,2.0,tsp,4.0,GRM,FACTORY
Makhni Gravy yield 6250g,6250.0,GRM,Organic Garam Masala-100Gms,2.0,tbsp,20.0,GRM,FACTORY
Makhni Gravy yield 6250g,6250.0,GRM,Amul butter salted ip 500g,300.0,GM,300.0,GRM,SAI FOODS
mint chutney 400g yield,400.0,GRM,MINT,100.0,GM,100.0,GRM,AD VEGETABLES
mint chutney 400g yield,400.0,GRM,CORIANDER,100.0,GM,100.0,GRM,AD VEGETABLES
mint chutney 400g yield,400.0,GRM,Spice chunky chat masala Powder 100g,5.0,GM,5.0,GRM,SAI FOODS
mint chutney 400g yield,400.0,GRM,BLACK SALT powder 1kg,5.0,GM,5.0,GRM,SAI FOODS
mint chutney 400g yield,400.0,GRM,GREEN CHILLI,2.0,GM,2.0,GRM,AD VEGETABLES
mint chutney 400g yield,400.0,GRM,GINGER,5.0,GM,5.0,GRM,AD VEGETABLES
mint chutney 400g yield,400.0,GRM,GARLIC,2.0,GM,2.0,GRM,AD VEGETABLES
mint chutney 400g yield,400.0,GRM,milky mist Youghurt,200.0,GM,200.0,GRM,ONLINE
MIX RICE - BASE RECIPE 200g yield,200.0,GRM,Organic Basmati Rice-1kg,33.33,GM,100.0,GRM,FACTORY
MIX RICE - BASE RECIPE 200g yield,200.0,GRM,Organic Semi  Polished Rice-1kg,33.33,GM,100.0,GRM,FACTORY
MIX RICE - BASE RECIPE 200g yield,200.0,GRM,Organic  Desi Ghee-500Ml,1.0,TSP,4.0,GRM,FACTORY
MIX RICE - BASE RECIPE 200g yield,200.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,2.0,PINCH,1.0,GRM,FACTORY
Paneer GHEE ROAST open burger,1.0,GRM,GHEE ROAST Masala 153g Yield,25.0,gm,25.0,GRM,PRE PREP
Paneer GHEE ROAST open burger,1.0,GRM,MILKY MIST PANEER 1KG,80.0,gm,80.0,GRM,SAI FOODS
Paneer GHEE ROAST open burger,1.0,GRM,Organic  Desi Ghee-500Ml,10.0,gm,10.0,GRM,FACTORY
Paneer GHEE ROAST open burger,1.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,1.0,gm,1.0,GRM,FACTORY
Paneer GHEE ROAST open burger,1.0,GRM,Organic Black Pepper Whole-100Gms,1.0,gm,1.0,GRM,FACTORY
Paneer GHEE ROAST open burger,1.0,GRM,ONION,15.0,gm,15.0,GRM,AD VEGETABLES
Paneer GHEE ROAST open burger,1.0,GRM,GREEN CAPSICUM,10.0,gm,10.0,GRM,AD VEGETABLES
Paneer GHEE ROAST open burger,1.0,GRM,RED CAPSICUM,10.0,gm,10.0,GRM,AD VEGETABLES
Paneer GHEE ROAST open burger,1.0,GRM,Yellow CAPSICUM,10.0,gm,10.0,GRM,AD VEGETABLES
Paneer GHEE ROAST open burger,1.0,GRM,Amul butter salted ip 500g,10.0,gm,10.0,GRM,SAI FOODS
Paneer GHEE ROAST open burger,1.0,GRM,BURGER BUN 4.5 ww-100gms,1.0,pc,1.0,PC,BELLA GRANADA
Paneer GHEE ROAST open burger,1.0,GRM,GHEE ROAST Masala 153g Yield,25.0,GRM,25.0,GRM,PRE PREP
Paneer GHEE ROAST open burger,1.0,GRM,sriraja mayo 322g yield,20.0,GRM,20.0,GRM,PRE PREP
PEANUT SAUCE 76g yield,76.0,GRM,Organic Groundnut Oil-1ltr,2.0,GM,2.0,GRM,FACTORY
PEANUT SAUCE 76g yield,76.0,GRM,GARLIC,3.0,GM,3.0,GRM,AD VEGETABLES
PEANUT SAUCE 76g yield,76.0,GRM,ONION,3.0,GM,3.0,GRM,AD VEGETABLES
PEANUT SAUCE 76g yield,76.0,GRM,Organic Byadagi Chilly Powder-100Gms,3.0,GM,3.0,GRM,FACTORY
PEANUT SAUCE 76g yield,76.0,GRM,Organic Ground Nut-500Gms,2.5,GM,2.5,GRM,FACTORY
PEANUT SAUCE 76g yield,76.0,GRM,Amul butter salted ip 500g,5.0,GM,5.0,GRM,SAI FOODS
PEANUT SAUCE 76g yield,76.0,GRM,MICROGREEN,1.0,GM,1.0,GRM,NAYA GREENS
PEANUT SAUCE 76g yield,76.0,GRM,BASIL,2.0,GM,2.0,GRM,AD VEGETABLES
PEANUT SAUCE 76g yield,76.0,GRM,Organic Ground Nut-500Gms,2.5,GM,2.5,GRM,FACTORY
PEANUT SAUCE 76g yield,76.0,GRM,LEMON JUICE,1.0,SLICE,1.0,SLICE,AD VEGETABLES
PEANUT SAUCE 76g yield,76.0,GRM,⚠️ house SALAD,1.0,Portion,1.0,PORTION,PRE PREP
PEANUT SAUCE 76g yield,76.0,GRM,Vegetable Stock 9200 yield,50.0,GRM,50.0,GRM,PRE PREP
PESTO sauce yield 1000 g,1000.0,GRM,BASIL,500.0,GM,310.0,GRM,AD VEGETABLES
PESTO sauce yield 1000 g,1000.0,GRM,GARLIC,20.0,GM,40.0,GRM,AD VEGETABLES
PESTO sauce yield 1000 g,1000.0,GRM,df cashew broken,80.0,GM,150.0,GRM,SAI FOODS
PESTO sauce yield 1000 g,1000.0,GRM,Organic Extra Virgin Olive Oil-1ltr,500.0,GM,400.0,GRM,FACTORY
PESTO sauce yield 1000 g,1000.0,GRM,CHEESE GRANA PADANO PARMESAN VEG,5.0,GRM,120.0,GRM,SAI FOODS
PESTO sauce yield 1000 g,1000.0,GRM,ORGANIC BLACK PEPPER WHOLE-100GMS,5.0,GRM,5.0,GRM,FACTORY
PESTO sauce yield 1000 g,1000.0,GRM,NATURAL HIMALAYA PINK SALT-500GMS POUCH,5.0,GRM,5.0,GRM,FACTORY
PODI Seasoning - BASE RECIPE,15.0,GRM,Organic Chutney Powder - Channa dal - 150Gms,1.0,TSP,4.0,GRM,FACTORY
PODI Seasoning - BASE RECIPE,15.0,GRM,Organic Chutney Powder - Horse gram - 150Gms,0.5,TSP,2.0,GRM,FACTORY
PODI Seasoning - BASE RECIPE,15.0,GRM,Spice chunky chat masala Powder 100g,1.5,TSP,6.0,GRM,SAI FOODS
PODI Seasoning - BASE RECIPE,15.0,GRM,Organic Sugar-1kg,0.25,TSP,1.0,GRM,FACTORY
PODI Seasoning - BASE RECIPE,15.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,0.25,TSP,1.0,GRM,FACTORY
PODI Seasoning - BASE RECIPE,15.0,GRM,Organic Byadagi Chilly Powder-100Gms,0.25,TSP,1.0,GRM,FACTORY
PUMPKIN  puree 2250 yield,2250.0,GRM,PUMPKEEN,2000.0,GM,2000.0,GRM,AD VEGETABLES
PUMPKIN  puree 2250 yield,2250.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,10.0,GM,10.0,GRM,FACTORY
PUMPKIN  puree 2250 yield,2250.0,GRM,Organic Black Pepper Whole-100Gms,16.0,GM,16.0,GRM,FACTORY
PUMPKIN  puree 2250 yield,2250.0,GRM,THYME,5.0,GM,5.0,GRM,AD VEGETABLES
PUMPKIN  puree 2250 yield,2250.0,GRM,Organic Extra Virgin Olive Oil-1ltr,25.0,GM,25.0,GRM,FACTORY
PUMPKIN  puree 2250 yield,2250.0,GRM,CARROT,500.0,GM,500.0,GRM,AD VEGETABLES
"Roasted Mix veg 1,256 g yield",1256.0,GRM,RED CAPSICUM,175.0,GM,175.0,GRM,AD VEGETABLES
"Roasted Mix veg 1,256 g yield",1256.0,GRM,YELLOW CAPSICUM,175.0,GM,175.0,GRM,AD VEGETABLES
"Roasted Mix veg 1,256 g yield",1256.0,GRM,GREEN CAPSICUM,180.0,GM,180.0,GRM,AD VEGETABLES
"Roasted Mix veg 1,256 g yield",1256.0,GRM,ZUCCHINI,590.0,GM,590.0,GRM,AD VEGETABLES
"Roasted Mix veg 1,256 g yield",1256.0,GRM,BABY CORN,150.0,GM,150.0,GRM,AD VEGETABLES
"Roasted Mix veg 1,256 g yield",1256.0,GRM,BROCCOLI,300.0,GM,300.0,GRM,AD VEGETABLES
side  Salad,1.0,PCS,ONION,2.0,slice,16.0,SLICE,AD VEGETABLES
side  Salad,1.0,PCS,TOMATO,3.0,slice,30.0,SLICE,AD VEGETABLES
side  Salad,1.0,PCS,ENGLISH CUCUMBER,3.0,slice,24.0,SLICE,AD VEGETABLES
side  Salad,1.0,PCS,LEMON WEDGE,1.0,pcs,12.0,PCS,AD VEGETABLES
side  Salad,1.0,PCS,GREEN CHILLI,1.0,pcs,5.0,PCS,AD VEGETABLES
Sricacha Paneer 127g yield,127.0,GRM,MILKY MIST PANEER 1KG,100.0,GM,100.0,GRM,SAI FOODS
Sricacha Paneer 127g yield,127.0,GRM,SRIRAJA Chilli Sauce 570g,25.0,GM,25.0,GRM,SAI FOODS
Sricacha Paneer 127g yield,127.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,1.0,GM,1.0,GRM,FACTORY
Sricacha Paneer 127g yield,127.0,GRM,Organic Black Pepper Whole-100Gms,1.0,GM,1.0,GRM,FACTORY
sriraja mayo 322g yield,322.0,GRM,SRIRAJA Chilli Sauce 570g,100.0,GM,100.0,GRM,SAI FOODS
sriraja mayo 322g yield,322.0,GRM,Veeba Eggless Mayo Professional MAYONNAISE 1kg,200.0,GM,200.0,GRM,SAI FOODS
sriraja mayo 322g yield,322.0,GRM,GARLIC,10.0,GM,10.0,GRM,AD VEGETABLES
sriraja mayo 322g yield,322.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,1.0,GM,1.0,GRM,FACTORY
sriraja mayo 322g yield,322.0,GRM,Organic Black Pepper Whole-100Gms,1.0,GM,1.0,GRM,FACTORY
sriraja mayo 322g yield,322.0,GRM,Freshos white viniger 1lts,10.0,GM,10.0,GRM,SAI FOODS
SWEET CURD 250g yield,250.0,GRM,Nandini CURD,200.0,GM,200.0,GRM,ONLINE
SWEET CURD 250g yield,250.0,GRM,Organic Sugar-1kg,4.0,TBSP,48.0,GRM,FACTORY
SWEET CURD 250g yield,250.0,GRM,Organic Cumin Powder-100Gms,0.25,TSP,1.0,GRM,FACTORY
SWEET CURD 250g yield,250.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,0.25,TSP,1.0,GRM,FACTORY
SWEET CURD 250g yield,250.0,GRM,BLACK SALT powder 1kg,0.125,TSP,0.5,GRM,SAI FOODS
TAMARIND CHUTNEY 445g yield,445.0,GRM,Organic Tamarind Paste-150Gm,1.0,Bottle,150.0,GRM,FACTORY
TAMARIND CHUTNEY 445g yield,445.0,GRM,WATER,1.0,Bottle,1.0,GRM,FACTORY
TAMARIND CHUTNEY 445g yield,445.0,GRM,Organic Jaggery Powder-500gms,4.0,TBSP,48.0,GRM,FACTORY
TAMARIND CHUTNEY 445g yield,445.0,GRM,Organic Cumin Powder-100Gms,0.25,TSP,1.0,GRM,FACTORY
TAMARIND CHUTNEY 445g yield,445.0,GRM,Organic Byadagi Chilly Powder-100Gms,0.25,TSP,1.0,GRM,FACTORY
TAMARIND CHUTNEY 445g yield,445.0,GRM,Organic Black Pepper Whole-100Gms,0.25,TSP,1.0,GRM,FACTORY
TAMARIND CHUTNEY 445g yield,445.0,GRM,Organic Fennel Seeds-100Gms,1.0,TSP,4.0,GRM,FACTORY
TAMARIND CHUTNEY 445g yield,445.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,0.25,TSP,1.0,GRM,FACTORY
TAMARIND CHUTNEY 445g yield,445.0,GRM,BLACK SALT powder 1kg,0.25,TSP,1.0,GRM,SAI FOODS
TAMARIND CHUTNEY 445g yield,445.0,GRM,Organic Sugar-1kg,6.0,TBSP,72.0,GRM,FACTORY
TAMARIND CHUTNEY 445g yield,445.0,GRM,Big Bell Red CHILLI FLAKES 1kg,2.0,PINCH,1.0,GRM,SAI FOODS
TAMARIND CHUTNEY 445g yield,445.0,GRM,Spice chunky chat masala Powder 100g,0.25,TSP,1.0,GRM,SAI FOODS
TAMARIND CHUTNEY 445g yield,445.0,GRM,natures best corn flour 1kg,2.0,TSP,8.0,GRM,SAI FOODS
TAMARIND CHUTNEY 445g yield,445.0,GRM,WATER,4.0,TSP,16.0,GRM,FACTORY
Tofu Masala 200g,200.0,GRM,Biyas TOFU,100.0,GM,100.0,GRM,DMART
Tofu Masala 200g,200.0,GRM,CHOP MASALA 170G yield,50.0,GM,50.0,GRM,PRE PREP
Tofu Masala 200g,200.0,GRM,⚠️ Makhni Gravy yield 6800g,75.0,GM,75.0,GRM,PRE PREP
TOMATO BASE SAUCE 1460g yield,1460.0,GRM,Organic Tomato Basil Sauce-1Kg,1500.0,gm,1500.0,GRM,FACTORY
TOMATO BASE SAUCE 1460g yield,1460.0,GRM,BASIL,50.0,gm,50.0,GRM,AD VEGETABLES
TOMATO BASE SAUCE 1460g yield,1460.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,1.0,TSP,5.9,GRM,FACTORY
TOMATO BASE SAUCE 1460g yield,1460.0,GRM,Organic Black Pepper Whole-100Gms,1.0,TSP,2.4,GRM,FACTORY
TOMATO BASE SAUCE 1460g yield,1460.0,GRM,CHEF SPECIAL OREGANO 100G,2.0,TSP,2.0,GRM,DMART
TOMATO BASE SAUCE 1460g yield,1460.0,GRM,Big Bell Red CHILLI FLAKES 1kg,2.0,TSP,6.0,GRM,SAI FOODS
TOMATO BASE SAUCE 1460g yield,1460.0,GRM,kissan sauce dip pouch 930g,60.0,gm,60.0,GRM,SAI FOODS
TOMATO BASE SAUCE 1460g yield,1460.0,GRM,Organic Sunflower Oil-5 Ltr,40.0,ml,40.0,ML,FACTORY
TOMATO BASE SAUCE 1460g yield,1460.0,GRM,Organic Sugar-1kg,4.0,TSP,16.8,GRM,FACTORY
Tomato Salsa 530g,530.0,GRM,TOMATO,200.0,GM,200.0,GRM,AD VEGETABLES
Tomato Salsa 530g,530.0,GRM,ONION,100.0,GM,100.0,GRM,AD VEGETABLES
Tomato Salsa 530g,530.0,GRM,SRIRAJA Chilli Sauce 570g,60.0,60,60.0,GRM,SAI FOODS
Tomato Salsa 530g,530.0,GRM,kissan sauce dip pouch 930g,200.0,GM,200.0,GRM,SAI FOODS
Tomato Salsa 530g,530.0,GRM,Natural Himalaya Pink Salt-500Gms Pouch,3.0,GM,3.0,GRM,FACTORY
Tomato Salsa 530g,530.0,GRM,Organic Black Pepper Whole-100Gms,2.0,GM,2.0,GRM,FACTORY
Tomato Salsa 530g,530.0,GRM,GREEN CHILLI,5.0,GM,5.0,GRM,AD VEGETABLES
TOMATO SOUP base 2150 g yield,2150.0,GRM,TOMATO,2000.0,GM,2000.0,GRM,AD VEGETABLES
TOMATO SOUP base 2150 g yield,2150.0,GRM,CARROT,200.0,GM,200.0,GRM,AD VEGETABLES
TOMATO SOUP base 2150 g yield,2150.0,GRM,ONION,100.0,GM,100.0,GRM,AD VEGETABLES
TOMATO SOUP base 2150 g yield,2150.0,GRM,GARLIC,50.0,GM,50.0,GRM,AD VEGETABLES
TOMATO SOUP base 2150 g yield,2150.0,GRM,LEEKS,100.0,GM,100.0,GRM,AD VEGETABLES
TOMATO SOUP base 2150 g yield,2150.0,GRM,CELERY,50.0,GM,50.0,GRM,AD VEGETABLES
TOMATO SOUP base 2150 g yield,2150.0,GRM,THYME,10.0,GM,10.0,GRM,AD VEGETABLES
TOMATO SOUP base 2150 g yield,2150.0,GRM,Golden crown TOMATO PUREE 825g,400.0,GM,400.0,GRM,SAI FOODS
TOMATO SOUP base 2150 g yield,2150.0,GRM,BASIL,10.0,GM,10.0,GRM,AD VEGETABLES
TOMATO SOUP base 2150 g yield,2150.0,GRM,Organic Jaggery Powder-500gms,25.0,GM,25.0,GRM,FACTORY
Vegetable Stock 9200 yield,9200.0,GRM,WATER,10000.0,GM,10000.0,GRM,FACTORY
Vegetable Stock 9200 yield,9200.0,GRM,CARROT,200.0,GM,200.0,GRM,AD VEGETABLES
Vegetable Stock 9200 yield,9200.0,GRM,LEEKS,100.0,GM,100.0,GRM,AD VEGETABLES
Vegetable Stock 9200 yield,9200.0,GRM,CELERY,50.0,GM,50.0,GRM,AD VEGETABLES
Vegetable Stock 9200 yield,9200.0,GRM,ONION,100.0,GM,100.0,GRM,AD VEGETABLES
Vegetable Stock 9200 yield,9200.0,GRM,GARLIC,20.0,TSP,20.0,GRM,AD VEGETABLES
Vegetable Stock 9200 yield,9200.0,GRM,Whole Farm BAY LEAF,2.0,GM,2.0,GRM,SAI FOODS
White  sauce yield 990 g,990.0,GRM,GOODLIFE MILK,1.0,lts,1.0,GRM,DMART
White  sauce yield 990 g,990.0,GRM,Amul butter salted ip 500g,70.0,GM,70.0,GRM,SAI FOODS
White  sauce yield 990 g,990.0,GRM,Organic Maida-1Kg,70.0,GM,70.0,GRM,FACTORY
White  sauce yield 990 g,990.0,GRM,spice nutmeg 1kg,1.0,GM,1.0,GRM,SAI FOODS
White  sauce yield 990 g,990.0,GRM,ONION,70.0,GM,70.0,GRM,AD VEGETABLES
White  sauce yield 990 g,990.0,GRM,whole Farm CLOVE,2.0,GM,2.0,GRM,ONLINE
White  sauce yield 990 g,990.0,GRM,Whole Farm BAY LEAF,1.0,GM,1.0,GRM,SAI FOODS
Yoghurt Mayo Dressing 370g yield,370.0,GRM,MILKY MIST YOUGHURT,100.0,GM,100.0,GRM,ONLINE
Yoghurt Mayo Dressing 370g yield,370.0,GRM,Organic Honey-250Gms,20.0,GM,20.0,GRM,FACTORY
Yoghurt Mayo Dressing 370g yield,370.0,GRM,VEEBA EGGLESS MAYO PROFESSIONAL MAYONNAISE 1KG,100.0,GM,100.0,GRM,SAI FOODS
Yoghurt Mayo Dressing 370g yield,370.0,GRM,LEMON JUICE,0.5,GM,0.5,GRM,AD VEGETABLES
Yoghurt Mayo Dressing 370g yield,370.0,GRM,ORANGE,150.0,GM,150.0,GRM,AD VEGETABLES
